num,artist_id,artist_name,artist_mbtags,tempo,key,class
1805,AR2P71H1187B9B8C00,Kool Savas,,81.22399999999999,6.0,45
1806,AR5OB9M1187FB52F29,Darryl Worley,,96.71600000000001,7.0,45
1807,ARIOTFR1187B98F316,Mykill Miers,,172.485,10.0,3
1808,ARY1K701187B9A43A9,Joe McBride,,91.979,0.0,38
1809,ART1R9I1187B9B3324,Margaret Becker,,96.848,0.0,36
1810,AROYBLU1187B99A255,Jarvis Church,,119.976,8.0,10
1811,ARFLD291187B9966AA,Damita Jo,,110.05799999999999,10.0,15
1812,ARD5K161187B9AC784,Orbital,british,95.315,0.0,18
1813,ARWWDSC1269FCD4D06,"\MinistA\""\""re des Affaires Populaires\""""",,66.96300000000001,2.0,21
1814,ARSKATF1187B98A622,Alain Turban,,134.83700000000002,1.0,28
1815,ARRH2S81187B98C8AA,Bongzilla,american,91.49799999999999,10.0,26
1816,ARO0R521187B98A2D1,2 Minutos,,203.99400000000003,5.0,13
1817,ARD5K161187B9AC784,Orbital,british,120.93799999999999,5.0,53
1818,ARFKYG51187FB4CE41,April Wine,,166.03599999999997,2.0,2
1819,ARYJSY01187B9B7C65,Dolly Parton,country,95.98100000000001,8.0,24
1820,ARSSW5A1187FB4B5E5,Estrellas Cubanas,,174.554,2.0,19
1821,AR19GQN1187FB3ACF5,The Bucketheads,pop and chart,121.896,1.0,8
1822,ARDHNC31187B9A1898,Al Denson,,118.01700000000001,10.0,15
1823,ARASYMJ1187B9ACAF2,Whitesnake,british,125.022,10.0,57
1824,AROJAG11187B9B71A3,The Chap,classic pop and rock,72.07300000000001,9.0,26
1825,ARHOCKY11E2835D7CB,MA!ire Brennan,,84.82600000000001,0.0,61
1826,AREHK7O1187B9ADDD7,The Cardigans,swedish,145.27100000000002,3.0,2
1827,ARSE5NP1187B9B98AB,Twista,hip hop rnb and dance hall,90.15799999999999,7.0,24
1828,ARMYPSO11F50C49252,Dictators,,130.786,0.0,28
1829,AR2XI6G1187B9AE7DA,Fat Joe,hip hop rnb and dance hall,100.78299999999999,5.0,7
1830,ARBUOOR1187B997391,Oasis,,162.069,0.0,59
1831,ARTOCWH11F50C4CE12,The Accursed,,128.928,0.0,4
1832,ARHT0B11187B993CB3,Eddy Raven,american,133.428,5.0,31
1833,AR3FE581187FB3F90A,Fabolous,hip hop rnb and dance hall,200.435,1.0,14
1834,ARJJRZ41187FB4C856,Floor,,160.59799999999998,0.0,43
1835,ARVFGPJ1187B9A2477,Michelle & Vickie,chinese,113.37299999999999,10.0,33
1836,AR8K7ET1187B997ABC,Sulk,,127.92,10.0,57
1837,ARISHTQ1187FB3E6F0,Ben E. King,classic pop and rock,86.819,10.0,40
1838,ARKULSX1187FB45F84,Trafik,,125.012,10.0,3
1839,ARF3L8J1187B9B7866,Astarte,black metal,129.088,4.0,31
1840,ARLNSD41187FB4D9A0,Sergio Franchi,,69.768,8.0,48
1841,AR1N6N61187FB4E25E,Mongo Santamaria,,118.295,2.0,32
1842,ARYKFVV1187FB3CA6B,The London Pops Orchestra,,71.312,10.0,33
1843,ARIPLUN1187B99B9F9,The Police,british,85.20700000000001,9.0,40
1844,ARZBYDY1187FB46DD7,Cali,franASSais,153.667,0.0,4
1845,AR5M3681187B998D11,Edwin Hawkins,,91.215,6.0,45
1846,ARZKRD01187FB45FD2,Edith Lefel,,135.099,10.0,55
1847,ARDNQ0R1187B9BA1EF,Lonnie Johnson,,70.317,5.0,54
1848,ARM2WL31187B9A3D69,F.l.y.,latvian,87.63,3.0,42
1849,ARHKW8K1187FB4C9A2,Orbit,,142.351,4.0,31
1850,AR5FP401187FB523C9,Bob Dylan,folk,80.7,9.0,50
1851,AR9HQ6Y1187FB3C2CB,Orlando Pops Orchestra,,80.79,7.0,37
1852,ARGF5QG1187B9AC84F,Geiom Ft. Marita,,140.989,6.0,41
1853,ARJIE2Y1187B994AB7,Line Renaud,,137.567,7.0,41
1854,AREOREU1187B99AACD,Rhian Sheehan,,216.023,8.0,20
1855,ARGRTPZ1257509D28A,David Saylor,,112.99799999999999,10.0,15
1856,ARCVMYS12454A51E6E,The Sun Harbor's Chorus-Documentary Recordings,,122.84200000000001,10.0,15
1857,AR6KK741187B98C9E9,Roy Brown,,154.631,3.0,32
1858,ARUIO0J1187FB3D7D7,Mest,,176.16,7.0,30
1859,ARYN8YT1187FB38396,Los Iracundos,,93.28299999999999,5.0,23
1860,ARQIWOW11F4C840FF1,Cumberland Quartet,,150.75,3.0,19
1861,ARXZIHJ1187B9A4ED9,Ray Conniff,,172.514,8.0,30
1862,ARNG61X1187B98C7DF,Five Blind Boys of Alabama,world,93.417,10.0,40
1863,ARQCHDN1187FB4C7C2,Luiz Bonfa,brazil,130.27200000000002,10.0,6
1864,ARRU9GR1187FB43F56,Blind Willie McTell,prewar blues,131.624,3.0,42
1865,ARBMHBC11F4C8403A2,Hushabye Baby,,147.85299999999998,3.0,2
1866,AR99OWM11C8A4149FD,Arco Iris,,131.857,4.0,53
1867,ARUJ5A41187FB3F5F1,U2,irish,187.84400000000002,7.0,30
1868,ARUJZFJ1187B9B135F,Shania Twain,canadian,82.789,6.0,24
1869,AR3NPVS1187FB5108F,Les Rythmes Digitales/ Tzant Feat. ODC MC,uk,86.113,6.0,45
1870,ARCGJ6U1187FB4D01F,Akon,hip hop rnb and dance hall,126.98299999999999,5.0,53
1871,AR1JGQT1187FB56878,Jo-El Sonnier,cajun,144.649,2.0,32
1872,ARQXJW51187B9AEE27,Since The Flood,,189.987,2.0,56
1873,ARJ7NR71187FB437B7,Yank Rachell,,91.589,4.0,22
1874,ARQR8Y51187B9B8E9C,La Mancha De Rolando,,100.046,4.0,44
1875,AR8QHU51187B9A3341,Leo Ku,cantonese,117.181,2.0,60
1876,ARF4V431187FB3AA41,Slim Whitman,,100.398,0.0,18
1877,ARV38M11187B99424D,Larry Graham & Graham Central Station,,97.103,6.0,24
1878,AR78WG01187B98E404,Johnny Pacheco/Rolando La Serie,salsa,112.915,0.0,8
1879,ARVA23V1187B98C54A,Barley Bree,,119.01700000000001,5.0,23
1880,ARB1KC91187FB38B13,Carl Smith,,120.546,2.0,2
1881,ARND48J1187B990A0B,Storyville,,109.085,0.0,36
1882,ARTE6AQ1187B9B2826,The High Strung,,139.72,7.0,11
1883,ARGP3GD1187B999801,Tony Martin,,122.709,4.0,31
1884,ARQC4R31187B9A0D88,Jo Privat,,127.65899999999999,4.0,44
1885,ARL5BEN1187B98E4D9,Jah Cure,hip hop rnb and dance hall,151.744,0.0,43
1886,AR2G8SU1187FB4A871,James Carter,jazz and blues,81.492,5.0,7
1887,ARFK98R1187B9B0552,Pursuit Of Happiness,,131.966,7.0,41
1888,AR8TLVX1187B9B2D7D,Mithotyn,,110.897,0.0,18
1889,AR25WM21187FB461B3,Francis Lai,soundtrack composer,85.131,9.0,50
1890,ARI4SKQ1187B9B43B0,Beres Hammond,,85.56,10.0,40
1891,ARDK6QW1187B9B8D85,UK Subs,uk,123.26,10.0,15
1892,ARJ1BWM1187B9B117B,Embrace the End,american,119.82700000000001,5.0,31
1893,ARID75M1187B9B8341,Steve Green,,146.67700000000002,0.0,43
1894,ARHTV1S1187FB547F8,Marc Perrone,production music,0.0,5.0,22
1895,ARDAXCG1187B9942B1,Leonardo Favio,,163.519,7.0,51
1896,ARHXWB01187B9A205C,Gloria Lasso,,65.195,9.0,40
1897,ARGDSO91187B9AAB35,Patrick Bruel,,105.994,7.0,41
1898,AR2XRFQ1187FB417FE,Julie Zenatti,,87.01299999999999,1.0,39
1899,ARZZRK91187B9A5CA5,Delroy Wilson,,157.446,10.0,55
1900,ARB45GQ1187B98D2B4,DeGarmo & Key,christian rock,120.54799999999999,4.0,53
1901,ARVKAWO11F50C47C9A,Pentangle,,193.578,7.0,30
1902,ARZRCCP11F50C5165F,Los Tres Diamantes,60s,98.08200000000001,4.0,23
1903,AROCBZZ11E2835D652,Small Facers,,70.163,2.0,42
1904,ARCF06I1187B995398,K-OS,hip-hop,90.507,5.0,54
1905,ARR88SE1187B9B515D,Michael Landau,,73.89399999999999,2.0,42
1906,AR50Z881187B9BA197,Jack Sheldon,,167.30700000000002,5.0,47
1907,ARXP7MQ1187FB3AC5F,Dave Hollister,,113.09,1.0,4
1908,ARNWZ1N1187B9B71BA,Handsome Boy Modeling School,,160.02,8.0,34
1909,ARTK5LU1187B9A654C,Michael Gettel,,94.84899999999999,2.0,42
1910,ARVML631187B99E90D,The B-52's,classic pop and rock,136.767,10.0,55
1911,AR9F71I1187FB46CAF,Gordon MacRae,,103.713,4.0,53
1912,ARHOCKY11E2835D7CB,Maire Brennan,,65.264,8.0,9
1913,ARK6JC91187B9B4B2D,Babbie Mason,,129.88,8.0,41
1914,AR02YGA1187B9B8AC4,Bersuit Vergarabat,,121.764,0.0,8
1915,ARCBYJW1187FB51FD8,Major Lance,,117.464,9.0,15
1916,AREV0ZO1187B997221,Doyle Bramhall,,168.36,10.0,20
1917,ARSG7NQ1187FB57482,Fall Out Boy,pop rock,140.878,2.0,19
1918,AR0X3JJ1187FB3A9A7,Hank Locklin,,100.705,2.0,39
1919,ARO9IJB1187B9939D0,Deckard,,90.964,1.0,36
1920,ARED2DG1187FB3CB4D,Tantric,,140.111,9.0,15
1921,ARNFTGS1187B9A465F,Bedwetters,los angeles,101.99700000000001,1.0,36
1922,ARVAE6W1187FB3CAF3,The Refreshments,,169.94299999999998,7.0,30
1923,ARNLHY61187FB3A0C0,Organ Donors,,140.013,4.0,44
1924,ARJA5XT1187B9B89AA,David Tao,taiwanese,136.749,2.0,16
1925,ARASYMJ1187B9ACAF2,Whitesnake,british,114.902,2.0,60
1926,AR6LOPL1187FB4DABE,Mirah,,116.087,9.0,57
1927,AR8WHEJ1187B98CDCA,Dee Clark,,95.948,10.0,58
1928,ARY1VGA1187FB5A39E,Tom Cochrane,country,89.042,2.0,21
1929,ARUP17W1187B98CAB9,Charlie Byrd / Laurindo Almeida,swing,115.79799999999999,2.0,21
1930,ARPPTNG11F50C482A3,Mercedes Castro,,149.293,2.0,16
1931,ARXYQYW122988F2066,Clarisse Lavanant,,177.93099999999998,2.0,19
1932,ARBPRDX1187B9B1CA3,The Skabs,,94.072,7.0,37
1933,AR05NQH1187B98E875,Kassav',90s,147.781,2.0,32
1934,ARE8RCR1187B996BF2,BeauSoleil,zydeco,119.663,5.0,31
1935,AR1VCLT1187FB4C8AC,Tum Tum,,206.791,1.0,14
1936,ARHTRR71187B98F305,Michelle Tumes,,111.824,6.0,41
1937,ARMBTFC1187FB56343,Korn,american,110.071,2.0,42
1938,ARVVLMQ11F4C8456E4,Knack,,142.43200000000002,7.0,49
1939,AR342K51187B98B571,Olivier Messiaen,classical,101.63600000000001,5.0,7
1940,ARWR6RK1187FB3AB52,From Autumn To Ashes,,93.061,2.0,21
1941,AREWQSE1187B9AEC6C,The Jackson Southernaires,,92.555,7.0,9
1942,ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,dance and electronica,78.16,0.0,36
1943,ARXWAQQ1187B9AE954,Redman / Hurricane G / Melanie Rutherford,soul and reggae,109.265,2.0,21
1944,ARF3XJD1187FB38DE0,Cristy Lane,,86.14200000000001,7.0,9
1945,ARPISA41187FB3DE42,Humble Pie,classic pop and rock,132.59799999999998,2.0,16
1946,AR20BO61187B9B880E,Patton Oswalt,,75.669,8.0,45
1947,ARNMHWR11F4C83B384,Kingston Trio,,117.214,4.0,44
1948,ARQWJ1D1187B990964,Barrio Obrero,,182.96200000000002,5.0,13
1949,ARHAMVP1269FCD2C1C,Supertalented,,115.954,0.0,61
1950,ARSF0K11187B9AF319,James Taylor,production music,108.04700000000001,4.0,23
1951,ARB1CNO1187FB4CE93,45 Grave,los angeles,173.581,9.0,20
1952,ARRVPI51187B9A1F1B,Roommate,,85.005,9.0,26
1953,ARBIXZL12086C11573,The Dee Jays,,114.375,4.0,53
1954,AR2EO6H1187B9A3B92,Brian Tyler,easy listening soundtracks and musicals,104.988,0.0,8
1955,ARRVUWA1187B9A0FE2,Orquesta Aragon,,91.54799999999999,9.0,26
1956,ARBFCK11187FB4C89B,Brian Eno And David Byrne,classic pop and rock,118.20299999999999,1.0,18
1957,AR107SB1187B9A79F9,BA(c)zu,,133.64,7.0,17
1958,ARS8WH31187B9B8B04,Edu Lobo,brazilian,84.853,2.0,42
1959,ARDSWIE1187FB39056,Gang Starr,hip hop rnb and dance hall,166.092,0.0,59
1960,ARXJSHW1187B9A2A52,Nestor Torres,,137.908,5.0,0
1961,ARLIIVS1187FB5583B,Philip Glass,soundtrack,104.667,8.0,48
1962,ART8F8O1187B9A538D,Herbert Von Karajan,karajan,171.78,10.0,29
1963,ARN3O411187FB4D859,Stephan Micus,german,142.158,0.0,28
1964,AR8BMEQ1187B9B4214,Pumpkin Buzzard,,169.771,10.0,27
1965,ARGP7WY1187FB45464,Edmond Leung,cantopop,113.571,0.0,61
1966,AR9ILJF1187B9B80ED,Gabriel Yared,lebanese,111.57700000000001,9.0,57
1967,ART8F8O1187B9A538D,Herbert Von Karajan,karajan,75.416,9.0,26
1968,AREPD8D1187FB3F5BC,Sister Hazel,,139.841,2.0,2
1969,ARDF8K01187FB37200,Wolfmother,rock and indie,110.441,4.0,54
1970,ARRCKE61187B99377F,Janice Robinson,,84.655,7.0,48
1971,ARWMZYB1187FB480A7,The Aftermath,,166.648,8.0,30
1972,ARJ7KF01187B98D717,Coldplay,british,134.02700000000002,2.0,16
1973,ARWC3XN1187B9A8D82,ZO2,,150.715,7.0,49
1974,ARXDOUQ11F50C4A239,Wednesday 13's Frankenstein Drag Queens From Planet 13,,149.55100000000002,0.0,4
1975,ARI8ECO119B3403C34,Ed Byrne,,77.99,7.0,9
1976,ARCP94M1187B9B0F56,Every Time I Die,,93.458,9.0,58
1977,ARW2U4O1187FB4408B,Andrew W.K.,,120.15299999999999,2.0,21
1978,ARZH3SW1187B98C96E,Onyx,hip hop rnb and dance hall,85.541,10.0,33
1979,ARJ2PMY1187FB5B563,Burning Spear,reggae,122.376,0.0,43
1980,ARU35NK1187FB46CFD,Methods Of Mayhem / Scott Kirkland,,116.04,1.0,4
1981,ARU0HTX1187B98B4C6,Lisa Lynne,,106.009,9.0,26
1982,ARCVMYS12454A51E6E,The Sun Harbor's Chorus-Documentary Recordings,,36.150999999999996,10.0,58
1983,ARIZODP1187B9AD272,Bryan Ferry,british,116.36,4.0,31
1984,ARAHQDS1187FB55275,Maysa,brazilian,103.17200000000001,9.0,58
1985,AROIL3N1187B9A9975,BLEED THE SKY,,116.064,1.0,28
1986,ARPAH7U1187B9A308F,Fred Locks,,151.537,0.0,28
1987,ARZ507V1187FB4425E,Ragheb Alama,,151.95600000000002,7.0,49
1988,ARO41T51187FB397AB,Sasha,,155.996,9.0,34
1989,ARNCOPS1187FB5A086,Dolores Keane,,149.619,5.0,44
1990,ARGESWU11F4C83BA07,Lauren Wagner & Fred Weldy,,72.72399999999999,2.0,46
1991,ARDAE2T1187FB50796,Mr. Sancho,,100.03200000000001,0.0,18
1992,ARBIPSC1187FB522FE,Tony Danza Tap Dance Extravaganza_ The,,139.872,8.0,51
1993,ARC15471187FB4640C,Hurricane,,110.177,8.0,37
1994,ARSEUOO1187B999569,Adolph Hofner,,118.47200000000001,7.0,11
1995,AR7JPF81187B988D23,Charlie McCoy,,90.81,7.0,37
1996,AR1Y37Q1187B9B66D2,Suicide,,144.94,0.0,8
1997,AREGV3K1187B9AF614,MAPtley CrA1/4e,rock and indie,115.25399999999999,7.0,41
1998,ARLBNAC1187FB47151,Alex Gopher,,127.902,9.0,3
1999,ARONPP01187B995FB5,Cockney Rejects,uk,84.59,2.0,42
2000,ARC43071187B990240,Wayne Watson,,125.90799999999999,1.0,18
2001,ARG3UX61187B9AC05A,D.O.W.N.,metal,117.26299999999999,1.0,18
2002,AR5M35O1187B9A0D74,SOL,,62.076,0.0,52
2003,AR32PK91187FB4D6E2,Philip Bailey,,109.963,8.0,5
2004,ARZEA421187FB5B5BA,Lee Michaels,los angeles,123.47399999999999,5.0,23
2005,AREV2491187B9B017E,Mobb Deep,new york,87.74700000000001,6.0,9
2006,AR23EC41187FB4805D,The American Boychoir,,87.76,4.0,7
2007,AR7H21J1187FB40C69,Mr. Lif,,107.32,10.0,57
2008,ARASWKT1187B9923B7,Felix Slatkin/Concert Arts Symphonic Band,,122.774,3.0,2
2009,ARK0VFZ1187FB4309B,Shirley Caesar,,115.508,1.0,61
2010,ARK9K3O1187B98F504,Cherrelle,,145.607,8.0,41
2011,ARWGIOC1187FB4CBEF,Jim Chappell,,86.39,7.0,24
2012,ARFVYJI1187B9B8E13,Pearl Jam,grunge,138.291,7.0,41
2013,AR2KSTE1187FB57A36,Petra,,107.531,0.0,8
2014,ARUWLCL1187FB549B8,Yamandu + Dominguinhos,,118.23899999999999,9.0,55
2015,ARHWVGW1187FB41479,The Paul Butterfield Blues Band,,77.207,3.0,46
2016,ARVXKTV1187FB44139,Arsonists Get All The Girls,mathcore,129.82399999999998,1.0,4
2017,ARMIMHT1187B98F038,Teena Marie,funk,81.947,9.0,40
2018,AR8XG9J1187FB418C1,Jerry Butler,,87.758,10.0,58
2019,ARALUUG1187FB58696,Irma Thomas,classic pop and rock,99.492,0.0,18
2020,ARO41T51187FB397AB,Sasha,,116.024,7.0,10
2021,ARXR2N11187B99857E,Hot Wire,,110.198,6.0,24
2022,ARX9YIP1187B98A656,RUN-DMC,hip-hop,73.507,10.0,33
2023,ARJQ8WU1187FB37FCD,Patrick Saint-Eloi,,130.092,10.0,3
2024,ARY53RR1187B9AE485,Avril Lavigne,rock,118.055,0.0,4
2025,ARWLV931187B9B0F5A,Evergreen Terrace,,112.421,7.0,24
2026,AR286CH1187B9B8441,James Ingram,,76.385,2.0,39
2027,AR0IAWL1187B9A96D0,Danilo Perez / Claus Ogerman,,100.39399999999999,4.0,7
2028,AREPD8D1187FB3F5BC,Sister Hazel,,119.461,10.0,15
2029,AR323JD1187FB483D0,Solomon,,95.619,5.0,7
2030,ARJRQL51187FB541AB,Juan Carlos Baglietto,,97.34200000000001,10.0,40
2031,AR6U6C51187B9B6F68,Jean-Yves Thibaudet / Gewandhausorchester Leipzig / Herbert Blomstedt,classical,160.246,7.0,1
2032,ARLSGUY1187B98AEBC,Crabby Appleton,,89.09100000000001,1.0,61
2033,ARBJFXO122C8677DF0,Dave Rave_ Mark McCarron,,102.16,6.0,37
2034,ARINXZA1187FB56902,Remi Nicole,rock and indie,84.009,10.0,40
2035,AR8R2KI11C8A415967,AndrA(c) Blot,,199.483,10.0,27
2036,ARHOSMU1242078130D,All Leather,,84.56200000000001,2.0,46
2037,ARJ7SQ31187B9AF432,Billy Bragg,british,81.256,0.0,61
2038,AR7AOEJ1187FB3D279,Little Milton,,76.415,3.0,60
2039,ARFT5CP1187FB50263,Junior Jack,italian,106.21600000000001,0.0,18
2040,ARH861H1187B9B799E,Johnny Cash,country,196.303,1.0,56
2041,AR38I491187B9B2F2D,Lil Boosie,,171.85,10.0,27
2042,ARTBQTE1187B9B8A0F,Candlebox,,125.994,10.0,6
2043,ARKC83D1187B9AB367,Mark Lowry,,143.898,7.0,10
2044,AR9YWMS1187FB43A34,Dinosaur Jr.,rock and indie,253.357,2.0,59
2045,ARXB7B21187B98BEF0,Marisela,latin,84.28299999999999,7.0,24
2046,AR37E341187B989A3E,Wilshire,,126.179,10.0,57
2047,ARN8NCB1187FB49652,Lionel Rogg,,126.786,2.0,16
2048,ARHYNR9119B8668FA3,The Oh Sees,,100.928,5.0,31
2049,ARBZAIL1187FB5B1C8,Bob Margolin,,79.905,4.0,54
2050,ARBJC9U1187B9A70AC,Kitty Kallen,,86.961,5.0,54
2051,ARAOAHG1241B9C8D9B,Autonomous Bass Heads,,137.963,7.0,51
2052,ARMYKRB1187B98CFF0,Cowboy Mouth,,103.21799999999999,9.0,40
2053,ARG36WO1187B9B3A9A,Jeff Talmadge,,160.105,2.0,2
2054,AREUYDJ1187B9BA040,Krystof,czech,130.042,0.0,18
2055,ARAOADX1187B98AED3,Dwight Twilley,,90.875,7.0,37
2056,AR1VCLT1187FB4C8AC,Tum Tum,,66.565,2.0,39
2057,AR7ZI7Z1187B98BF55,MA$?go de Oz,,121.955,7.0,37
2058,ARJDMBO1187B9AD118,Johnny Osbourne,,135.537,6.0,41
2059,ARDZJ6H1187FB387F2,Moraes Moreira,,132.558,0.0,18
2060,AR3JLWI1187FB37141,Darko,,124.255,7.0,17
2061,AR2KSTE1187FB57A36,Petra,,101.00399999999999,1.0,39
2062,AREENKN1187B98F35D,Plasmatics,punk,125.363,0.0,18
2063,AR9AM2N1187B9AD2F1,Inspiral Carpets,madchester,187.66,7.0,1
2064,ARR40ZV1187B9A10A8,Stern,,139.94899999999998,2.0,19
2065,ARZDUJG1242077E2C5,Yuridia,,109.99600000000001,0.0,4
2066,ARN7OQ21187FB5A6B3,Furry Lewis,,104.23700000000001,10.0,40
2067,ARG09R51187FB4D5C2,Bryan White,country,126.618,0.0,43
2068,ARJ3DXR1187FB4F879,Dirty Harry,,126.412,10.0,3
2069,ARLMCCW1241B9CE7CB,Kurt Tepperwein,,145.259,8.0,10
2070,AR6IJ6U1187B99FC7C,Alberto Cortez,,91.584,3.0,60
2071,ARMPQIE1187FB3D4EB,Bounty Killer,hip hop rnb and dance hall,96.006,7.0,48
2072,ARO7FES1187B9A59BE,M.I.K.E.,,135.053,6.0,10
2073,ARBB58Y1187B9B621B,Bill & Gloria Gaither,,116.90299999999999,1.0,18
2074,AR3TITY1187B99E790,Gyptian,hip hop rnb and dance hall,186.285,9.0,27
2075,ARRESZG1187B9A3FBF,Les Hou-Lops,,111.555,2.0,42
2076,ARXGASQ1187FB3C727,Camp Lo,hip hop rnb and dance hall,90.98299999999999,9.0,33
2077,ARSF4161187B9B449F,The Gone Jackals,,177.563,2.0,19
2078,ARU868Z1187FB47319,Wonderland,,123.976,4.0,23
2079,ARTXGGI1187B9B3D58,Blackalicious,,60.016999999999996,1.0,38
2080,ARALP6I1187B989E27,The Shirelles,american,71.597,10.0,58
2081,ARJ2PMY1187FB5B563,Burning Spear,reggae,135.033,10.0,3
2082,ARSW5F51187FB4CFC9,Alice In Chains,grunge,114.758,3.0,42
2083,ARANIJI11F4C83EFD2,Toots & The Maytals,reggae,163.748,4.0,25
2084,ARUYVDC12086C11D5C,Fever Ray,sverige,122.934,0.0,4
2085,AR2UQQ51187B9AC816,Gipsy Kings,classic pop and rock,118.056,7.0,17
2086,ARHFEBO11F50C4825A,Flor Silvestre,,109.51799999999999,9.0,40
2087,ARXOUML1187FB48ACB,Patrick Lamb,,93.041,5.0,23
2088,AR0CDSK1187FB52ED6,Asleep At The Wheel,folk,142.47899999999998,9.0,5
2089,ARDDWUI1187FB379F7,Amoral,finnish,141.746,7.0,51
2090,AROLDZG1187FB50AFB,Melvins,,115.007,7.0,10
2091,ARHONG11187FB3B120,L.A. Guns,,150.3,1.0,43
2092,ARDKSWK1187B99092B,Stan,,119.965,5.0,54
2093,ARWAPYC1187FB3FCAF,S.U.P,french,78.601,4.0,23
2094,ARPQ4Z01187FB3A736,Butthole Surfers,texas,108.251,9.0,26
2095,ARE73DO1187B9B9DDE,Los Brujos,,148.748,3.0,2
2096,ARS86AJ1187B9B4225,Janis Joplin,american,80.455,4.0,23
2097,ARBQ5TQ1187B992B8A,Vivian,,140.08,2.0,2
2098,AR0KBXO1187B996460,Slipknot,punk,163.007,10.0,27
2099,ARCDLDD11F33E000A4,Varios,,144.47799999999998,5.0,53
2100,ARROUEA1187FB4AA0F,Atom,,108.069,6.0,11
2101,ARN6EWN1187B9A4600,Jimmy Wyble,,80.016,8.0,48
2102,AR08NXW1187B99526D,Die Symphony,,160.184,5.0,47
2103,ARUUXNF1187B98FB36,Charlie Peacock,,118.155,4.0,23
2104,ARZMWNY1187B99EBF1,Paul Geremia,,116.318,0.0,4
2105,AR4GP451187FB3F2BB,Andy Griffith,,102.402,7.0,45
2106,ARUAKAN1187FB48204,Walter Trout,,166.41099999999997,7.0,30
2107,AR3RNXB1187B98F0B4,Monique Marvez,,121.075,1.0,8
2108,ARFZDSJ1187FB494AB,Dancecore Allstars,,95.29799999999999,5.0,54
2109,AR9LJ9D1187FB4303D,Sean Kingston,pop and chart,168.02,2.0,59
2110,ARE36MM1187B991E50,Blind Lemon Jefferson,blues,132.59,5.0,31
2111,AR9HNKW1187FB57EC6,Mei Chi Chiang,mandarin,150.933,10.0,57
2112,AR9ILJF1187B9B80ED,Gabriel Yared,lebanese,111.03399999999999,2.0,60
2113,ARRJFJ31187B9961EF,Sergio Dalma,,124.008,0.0,28
2114,ARK9W051187FB4B783,Zombina & The Skeletons,,120.848,9.0,3
2115,ARMZJIZ1241B9CA2DB,The Jane Shermans,,140.143,2.0,16
2116,ARDVZTE1187FB5A0A1,Bon Jovi,hard rock,134.293,1.0,18
2117,ARGAJDQ11F50C4EDDF,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,,48.942,6.0,9
2118,ARUNYOW1187FB43F2A,Blind Boy Fuller,,87.899,10.0,33
2119,AR4L5ZC1187FB450A4,Bescenta,,126.631,6.0,17
2120,AR0TZ7T1187B994E37,"\Dave \""\""Baby\""\"" Cortez\""""",,185.55900000000003,0.0,14
2121,AR5IDI61187FB43E75,Bloomfield,,179.987,10.0,27
2122,ARW2U4O1187FB4408B,Andrew W.K.,,161.874,2.0,19
2123,ARH1LE01187B98D68D,John Debney,american,83.95,0.0,61
2124,AR8B1WY1187FB38366,Rakim,us,50.059,0.0,52
2125,ARLDW2Y1187B9B544F,Tommy James And The Shondells,,133.312,0.0,28
2126,ARIZCNG12802FDFC69,Coraleena Ellis,,88.015,10.0,40
2127,ARB29H41187B98F0EF,Terry Callier,classic pop and rock,92.927,7.0,37
2128,AR0V36F1187FB366B1,The Chieftains,folk,210.957,7.0,1
2129,ARJO8W91187B9AB734,Count Ossie,,137.714,10.0,3
2130,ARJBWQI1187B9B17D1,Trivium,thrash metal,140.112,10.0,3
2131,ARUUXNF1187B98FB36,Charlie Peacock,,137.158,1.0,4
2132,ARWZE8O1187B9B8480,Elmer Bernstein,classical,83.255,2.0,21
2133,AREUIRT11F4C8408E6,Peter Spence,,97.28399999999999,8.0,9
2134,ARW1DZQ1187B9A18E0,Vusi Mahlasela,folk,137.942,2.0,19
2135,ARSDSMG1187B98CB59,Eddie Cantor,,125.361,2.0,42
2136,ARN8NCB1187FB49652,Lionel Rogg,,68.388,5.0,22
2137,ARDPPNV11F4C842433,Marimba Alma De Chiapas De Juan Palacios,,147.597,10.0,15
2138,AR858UO1187FB437B4,Precious Bryant,,130.453,9.0,57
2139,ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,dance and electronica,125.663,0.0,28
2140,ARHINI31187B995C1D,Singing Melody,,162.155,9.0,3
2141,AROMMO41187B99F8FF,Jeff Wahl,,243.195,1.0,56
2142,AROATPL1187FB48E12,UFO,latvian,87.09700000000001,2.0,42
2143,ARSIECN1257509EBB0,Kapelle Herrenweide,,109.29299999999999,2.0,42
2144,ARFRKCM1187B99A041,Jamie Richards,,84.069,2.0,46
2145,AR2B8ON1187FB58456,Marcelo Radulovich,czechoslovakia,88.648,0.0,52
2146,ARBSAVH1241B9CA637,Antonio Koudele,,117.29799999999999,4.0,53
2147,ARH1LE01187B98D68D,John Debney,american,91.249,10.0,40
2148,ARO6WZY1187FB3A86E,Sonic Subjunkies,,149.85299999999998,7.0,10
2149,AR3JMC51187B9AE49D,Backstreet Boys,american,122.988,6.0,17
2150,AR8FMEN1187FB4A657,Lizzy Borden,,107.88600000000001,5.0,53
2151,ARZXYRK1187B99E432,John Stevens,jazz and blues,244.36599999999999,10.0,29
